,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
通州森林公园2路,上行,武夷花园站,霍屯村站,通州古城站,胡各庄镇政府站,后北营村站,留庄村站,大运河森林公园主大门站,风行芦荡站,大运河森林公园南门站,银枫秋实景区站,漕运码头站,武夷花园站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通州森林公园2路,下行, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特3路,上行,造甲村东站,新村站,四合庄站,花乡桥站,花乡桥东站,黄土岗站,玉泉营桥北站,菜户营桥东站,大观园站,右安门西站,右安门东站,陶然亭公园南门站,陶然桥东站,永定门东站,天坛南门站,玉蜓桥西站,芳古园北站,方庄环岛北站,芳城园站,左安门外站,肿瘤医院站,劲松南路西口站,光明桥东站,劲松中街站,劲松桥东站,武圣北路南口站,武圣北路站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特3路,下行,武圣北路站,武圣北路南口站,劲松桥东站,劲松中街站,光明桥东站,肿瘤医院站,左安门外站,芳城园站,芳古园站,蒲黄榆站,玉蜓桥西站,天坛南门站,永定门东站,陶然桥东站,陶然亭公园南门站,右安门东站,右安门西站,玉泉营桥北站,马家楼桥北站,黄土岗站,花乡桥东站,花乡桥站,四合庄站,新村站,造甲村东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通3路,上行,平家疃站,平家疃南口站,高尔夫球场站,内军庄站,小营村北口站,小营村站,潞州中学站,小庞村站,徐辛庄敬老院站,徐辛庄卫生院站,徐辛庄邮局站,徐辛庄市场站,保温管厂站,沟渠村口站,沟渠村站,双埠头村站,双埠头南口站,双埠头小学站,泰豪路口站,模板厂站,双埠头加油站,富豪北口站,富豪南口站,翠福园小区站,西潞苑小区站,富河园小区站,结研所站,北京财政学院站,通惠北路北口站,通惠北路南口站,通州西门路口北站,通州西门路口南站,复兴里北口站,复兴里西口站,地铁通州北苑站,通州北苑路口西站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通3路,下行,通州北苑路口西站,地铁通州北苑站,复兴里西口站,复兴里北口站,通州西门路口南站,通州西门路口北站,通惠北路南口站,通惠北路北口站,北京财政学院站,结研所站,富河园小区站,西潞苑小区站,翠福园小区站,富豪南口站,富豪北口站,双埠头加油站,模板厂站,泰豪路口站,双埠头小学站,双埠头南口站,双埠头村站,沟渠村站,沟渠村口站,保温管厂站,徐辛庄市场站,徐辛庄邮局站,徐辛庄卫生院站,徐辛庄敬老院站,小庞村站,潞州中学站,小营村站,小营村北口站,内军庄站,高尔夫球场站,平家疃南口站,平家疃站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特4路,上行,前门站,前门西站,和平门东站,宣武门东站,长椿街路口西站,复兴门南站,北京儿童医院站,阜成门北站,车公庄西站,三塔寺站,二里沟东口站,北京展览馆站,动物园站,白石桥东站,国家图书馆站,中央民族大学站,魏公村站,中国农业科学院站,人民大学站,海淀黄庄南站,海淀黄庄北站,中关村南站,中关园站,中关园北站,清华大学西门站,圆明园东路站,清华附中站,圆明园东门站,北京体育大学站,正白旗站,树村东口站,树村站,厢黄旗站,农大南路西口站,中国农业大学西校区站,梅园站,圆明园西路北口站,百旺家苑站,百望山森林公园站,黑山扈站,国防大学站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特4路,下行,国防大学站,黑山扈站,百望山森林公园站,百旺家苑站,圆明园西路北口站,梅园站,中国农业大学西校区站,农大南路西口站,厢黄旗站,树村站,树村东口站,正白旗站,北京体育大学站,圆明园东门站,清华附中站,圆明园东路站,清华大学西门站,中关园北站,中关园站,中关村南站,海淀黄庄北站,海淀黄庄南站,人民大学站,中国农业科学院站,魏公村站,中央民族大学站,国家图书馆站,白石桥东站,动物园站,北京展览馆站,二里沟东口站,三塔寺站,车公庄西站,阜成门北站,北京儿童医院站,复兴门南站,长椿街路口西站,宣武门东站,和平门东站,前门站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通4路,上行,大高力村委会站,大高力构件厂站,高楼金村站,瑞都国际小区站,加州小镇小区站,小街南口站,临河里地铁站,小街站,小街桥车站,梨园东里南区站,妇幼保健院站,梨园北街站,玉桥东路站,玉桥北里站,乔庄北街站,玉桥中路站,玉桥中路北口站,北小园站,南关站,成教局站,潞河医院路口东站,佟麟阁大街站,岳庄站,永顺西街市场站,永顺西街站,通惠北路南口站,二六三医院路口站,通州西门路口北站,西门路口南站,复兴里站,新村小区站,地铁通州北苑站,北苑路口西站,杨庄北口站,新华联锦园站,杨庄站,杨庄南口站,北京机械厂站,新华联家园站,翠屏小区西门站,翠屏北里站,中医医院站,现代音乐学院站,小稿村站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通4路,下行,小稿村站,现代音乐学院站,中医医院站,翠屏北里站,翠屏小区西门站,新华联家园站,北京机械厂站,杨庄南口站,杨庄站,新华联锦园站,杨庄北口站,北苑路口西站,地铁通州北苑站,新村小区站,复兴里站,西门路口南站,通州西门路口北站,二六三医院路口站,通惠北路南口站,永顺西街站,永顺西街市场站,岳庄站,佟麟阁大街站,潞河医院路口东站,成教局站,南关站,北小园站,玉桥中路北口站,玉桥中路站,乔庄北街站,玉桥北里站,玉桥东路站,梨园北街站,妇幼保健院站,梨园东里南区站,小街桥车站,小街站,地铁临河里站,小街南口站,加州小镇小区站,瑞都国际小区站,高楼金村站,大高力构件厂站,大高力村委会站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通5路,上行,地铁九棵树站,九棵树站,地铁梨园站,地铁土桥站,新桥家园站,北京热交换器厂站,北许场村站,张家湾开发区站,张家湾镇政府站,方和正圆工业园站,星河物流站,北京万恩公司站,环湖小区北口站,环湖小区南口站,外交部培训中心站,贾各庄西口站,贾各庄站,上店中街站,上店西口超市站,里二泗幼儿园站,里二泗西口站,里二泗银行站,里二泗中街站,里二泗东口站,姚辛庄站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通5路,下行,姚辛庄站,里二泗东口站,里二泗中街站,里二泗银行站,里二泗西口站,里二泗幼儿园站,上店西口超市站,上店中街站,贾各庄站,贾各庄西口站,外交部培训中心站,环湖小区南口站,环湖小区北口站,北京万恩公司站,星河物流站,方和正圆工业园站,张家湾镇政府站,张家湾开发区站,北许场村站,北京热交换器厂站,新桥家园站,地铁土桥站,地铁梨园站,九棵树站,地铁九棵树站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特6路,上行,北京西站,公主坟南站,航天桥站,花园桥北站,紫竹桥站,万寿寺站,西苑医院站,西苑站,骚子营站,小清河站,肖家河站,中国农业大学西校区站,梅园站,圆明园西路北口站,百旺家苑站,百望山森林公园站,西北旺站,回民公墓站,韩家川北站,韩家川站,韩家川南站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特6路,下行,韩家川南站,韩家川站,韩家川北站,回民公墓站,西北旺站,百望山森林公园站,百旺家苑站,圆明园西路北口站,梅园站,中国农业大学西校区站,肖家河站,小清河站,骚子营站,西苑站,西苑医院站,万寿寺站,紫竹桥站,花园桥北站,航天桥站,公主坟南站,北京西站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通6路,上行,地铁草房站,五里桥路口东站,北京物资学院站,通州天赐良园站,北京物资学院南站,北京财贸职业学院站,八里桥市场站,二六三医院路口站,怡佳家园站,通州西门路口东站,西大街路口西站,西大街路口东站,新华大街站,通州东关站,故城东路北口站,西上园小区站,玉桥中路北口站,玉桥中路站,玉桥小区站,玉桥东路站,梨园北街站,玉桥东里站,临河里东方玫瑰站,小街之春小区站,地铁土桥站,砖厂村路口东站,花石匠小区西站,花石匠小区东站,通州电厂站,造纸七厂站,小圣庙站,东方化工厂北门站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通6路,下行,东方化工厂北门站,小圣庙站,造纸七厂站,通州电厂站,花石匠小区东站,花石匠小区西站,砖厂村路口东站,地铁土桥站,小街之春小区站,临河里东方玫瑰站,玉桥东里站,梨园北街站,玉桥东路站,玉桥小区站,玉桥中路站,玉桥中路北口站,西上园小区站,故城东路北口站,通州东关站,新华大街站,西大街路口东站,西大街路口西站,通州西门路口东站,怡佳家园站,二六三医院路口站,八里桥市场站,北京财贸职业学院站,北京物资学院南站,通州天赐良园站,北京物资学院站,五里桥路口东站,地铁草房站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通6路专线,上行,张辛庄站,三龙建材站,东方化工厂南门站,东亚铝业站,上码头站,东方化工厂北门站,小圣庙站,造纸七厂站,通州电厂站,花石匠小区东站,花石匠小区西站,砖厂中路站,城铁土桥站,小街之春小区站,临河里东方玫瑰站,玉桥东里小区站,梨园北街站,玉桥东路站,玉桥小区站,玉桥中路站,西上园站,东上园站,运河明珠家园站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通6路专线,下行,运河明珠家园站,东上园站,西上园站,玉桥中路站,玉桥小区站,玉桥东路站,梨园北街站,玉桥东里小区站,临河里东方玫瑰站,小街之春小区站,城铁土桥站,砖厂中路站,花石匠小区西站,花石匠小区东站,通州电厂站,造纸七厂站,小圣庙站,东方化工厂北门站,上码头站,东亚铝业站,东方化工厂南门站,三龙建材站,张辛庄站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特7路,上行,怡海花园西门站,韩庄子南站,看丹桥站,看丹桥北站,正阳桥北站,北大地站,岔路口站,七里庄站,丰台北路站,西局站,六里桥南站,六里桥东站,莲花池站,湾子站,达官营站,长椿街路口东站,宣武门东站,和平门东站,前门站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特7路,下行,前门站,花市路口南站,磁器口西站,大栅栏站,前门西站,和平门东站,宣武门东站,长椿街路口西站,达官营站,湾子站,莲花池站,六里桥东站,六里桥南站,西局站,丰台北路站,七里庄站,岔路口站,北大地站,正阳桥北站,看丹桥站,韩庄子南站,科丰桥北站,怡海花园西门站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通7路,上行,京东驾校站,小潞邑站,龙旺庄站,焦王庄站,北关闸站,皇木厂站,永顺站,佟麟阁站,潞河医院站,果园站,果园环岛东站,九棵树站,地铁梨园站,云景东路站,云景里站,群芳园站,大马庄站,汽配城站,将军坟站,田府站,玉甫上营站,湖光小区站,北京国际图书城站,台湖站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通7路,下行,台湖站,北京国际图书城站,湖光小区站,玉甫上营站,田府站,将军坟站,汽配城站,大马庄(绣江南)站,群芳园站,云景里站,云景东路站,梨园站,九棵树站,家乐福站,果园站,潞河医院站,佟麟阁站,永顺站,皇木厂站,北关站,北关闸站,焦王庄站,龙旺庄站,小潞邑站,京东驾校站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特8路,上行,航天桥西站,航天桥北站,花园桥北站,紫竹桥站,万寿寺站,为公桥站,三义庙站,四通桥东站,大钟寺站,地铁大钟寺站,蓟门桥西站,北太平桥西站,马甸桥东站,安华桥西站,安贞桥西站,安贞桥东站,和平西桥站,和平东桥站,太阳宫桥站,西坝河站,静安庄站,三元桥站,亮马桥站,白家庄站,呼家楼南站,大北窑北站,大北窑南站,双井桥北站,双井桥南站,潘家园桥北站,十里河桥北站,十里河桥南站,方庄桥东站,方庄桥西站,刘家窑桥站,木樨园桥东站,木樨园桥西站,洋桥西站,草桥站,玉泉营桥西站,夏家胡同站,丽泽桥站,西局站,六里桥南站,六里桥北里站,公主坟南站,玉渊潭西门站,航天桥南站,航天桥西站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特8路,下行,城南嘉园北站,嘉园三里站,嘉园三里北站,欣园小区东站,欣园小区北站,草桥站,洋桥西站,木樨园桥西站,木樨园桥东站,刘家窑桥站,方庄桥西站,方庄桥东站,十里河桥北站,华威桥南站,潘家园桥北站,劲松桥北站,双井桥南站,双井桥北站,大北窑南站,大北窑北站,呼家楼北站,白家庄站,亮马桥站,三元桥站,静安庄站,西坝河站,太阳宫桥站,和平东桥站,和平西桥站,安贞桥东站,安贞桥西站,安华桥西站,马甸桥东站,北太平桥西站,蓟门桥西站,地铁大钟寺站,大钟寺站,四通桥东站,四通桥西站,三义庙站,为公桥站,万寿寺站,紫竹桥南站,花园桥南站,航天桥南站,八一湖站,公主坟南站,六里桥北里站,六里桥南站,西局站,丽泽桥站,夏家胡同站,玉泉营桥西站,草桥站,欣园小区北站,欣园小区东站,嘉园三里北站,嘉园三里站,城南嘉园北站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特9路,上行,七里庄站,郑常庄站,五棵松桥南站,营慧寺站,四季青桥南站,东冉村站,中关村西站,中关村一街站,保福寺桥西站,北京城市学院站,学院桥东站,安慧桥东站,惠新东桥西站,育慧里站,望京桥西站,望和桥站,望京桥东站,东风桥北站,东风桥站,大山庄站,朝阳公园桥南站,红领巾桥北站,窑洼湖桥站,工大桥站,弘燕桥站,小武基桥南站,十八里店北桥站,小红门桥站,肖村桥站,大红门桥站,恋日家园站,黄土岗站,花乡桥东站,怡海花园南门站,富丰桥南站,看丹桥站,北大地站,七里庄站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特9路,下行,看丹桥站,富丰桥南站,怡海花园南门站,花乡桥站,花乡桥东站,黄土岗站,恋日家园站,公益桥站,大红门桥站,肖村桥站,小红门桥站,十八里店南桥站,十八里店北桥站,窑洼湖桥站,大郊亭桥南站,四惠桥站,慈云寺桥站,红领巾桥南站,朝阳公园桥北站,东风桥站,东风桥北站,望京桥东站,望和桥站,惠新东桥西站,安慧桥东站,学院桥东站,北京城市学院站,保福寺桥西站,中关村一街站,中关村西站,东冉村站,四季青桥南站,营慧寺站,郑常庄站,岳各庄站,丰台路口站,北大地站,看丹桥站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通9路,上行,邓庄西口站,邓庄路口站,孔庄站,老槐庄站,老槐庄东口站,油毡厂站,龙庄西口站,龙庄站,军庄路口站,李辛庄南口站,李辛庄站,大柳树西口站,徐官屯站,徐官屯路口站,东定安站,西定安站,军屯站,柏庄站,军屯西口站,西黄垡站,东黄垡站,南高庄南口站,南高庄站,大香仪站,沈庄路口站,后地站,雅都站,三黄庄路口站,漷县三街站,绿荫小区站,漷县市场站,长凌营站,榆林庄村站,榆林庄村北站,南阳路口站,苏庄村站,通州靛庄站,姚辛庄南口站,姚辛庄北口站,里二泗村站,里二泗村北口站,武窑村站,上店村路口站,武兴路口站,梁各庄村站,张辛庄村站,张辛庄村西站,张家湾开发区站,北许场村站,土桥新桥东站,土桥欣村站,土桥站,地铁土桥站,地铁临河里站,通州小街桥东站,地铁梨园站,杨家洼站,九棵树站,地铁九棵树站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通9路,下行,地铁九棵树站,九棵树站,杨家洼站,地铁梨园站,通州小街桥东站,地铁临河里站,地铁土桥站,土桥站,土桥欣村站,土桥新桥东站,北许场村站,张家湾开发区站,张辛庄村西站,张辛庄村站,梁各庄村站,武兴路口站,上店村路口站,武窑村站,里二泗村北口站,里二泗村站,姚辛庄北口站,姚辛庄南口站,通州靛庄站,苏庄村站,南阳路口站,榆林庄村北站,榆林庄村站,长凌营站,漷县市场站,绿荫小区站,漷县三街站,三黄庄路口站,雅都站,后地站,沈庄路口站,大香仪站,南高庄站,南高庄南口站,东黄垡站,西黄垡站,军屯西口站,柏庄站,军屯站,西定安站,东定安站,徐官屯路口站,徐官屯站,大柳树西口站,李辛庄站,李辛庄南口站,军庄路口站,龙庄站,龙庄西口站,油毡厂站,老槐庄东口站,老槐庄站,孔庄站,邓庄路口站,邓庄西口站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通10路,上行,地铁通州北苑站,中国农业科学院印刷厂站,日光清城站,果园环岛西站,地铁九棵树站,九棵树站,杨家洼站,地铁梨园站,云景东路站,云景里站,群芳园站,大马庄站,曹园村站,将军坟站,田家府站,陆军航空兵学院站,玉甫上营站,尖垡站,兴武林北口站,兴武林站,窑上站,南火垡站,新河站,样田站,高营北口站,高营站,高营南口站,堰上路口站,小杜社站,大杜社中学站,大杜社站,大杜社村口站,摩托车培训基地站,小松垡站,大松垡北口站,大松垡站,大松垡南口站,饲料生产基地站,柏福站,柏福路口站,神驹站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通10路,下行,神驹站,柏福路口站,柏福站,饲料生产基地站,大松垡南口站,大松垡站,大松垡北口站,小松垡站,摩托车培训基地站,大杜社村口站,大杜社站,大杜社中学站,小杜社站,堰上路口站,高营南口站,高营站,高营北口站,样田站,新河站,南火垡站,窑上站,兴武林站,兴武林北口站,尖垡站,玉甫上营站,陆军航空兵学院站,田家府站,将军坟站,曹园村站,大马庄站,群芳园站,云景里站,云景东路站,地铁梨园站,杨家洼站,九棵树站,地铁九棵树站,果园站,日光清城站,中国农业科学院印刷厂站,地铁通州北苑站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特11路,上行,宋家庄枢纽站,榴乡桥北站,金桥西街西站,彩虹城小区站,光彩路南口站,石榴园站,赵公口桥南站,定安路站,琉璃井站,李村站,蒲黄榆站,天坛南门站,永定门东站,先农坛站,天桥站,珠市口南站,大栅栏站,前门站,正义路站,王府井路口北站,新东安市场站,灯市西口站,美术馆北站,宽街路口南站,交道口南站,方家胡同站,安定门内站,地坛西门站,蒋宅口站,安外甘水桥站,安贞里站,奥体东门站,安慧桥北站,炎黄艺术馆站,大屯南站,华汇商厦站,科荟路东口站,辛店村站,北苑站,大羊坊站,大羊坊东站,北苑家园西站,北苑家园站,时代庄园站,时代庄园东站,时代庄园北站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特11路,下行,时代庄园北站,时代庄园东站,时代庄园站,北苑家园站,北苑家园西站,大羊坊东站,大羊坊站,北苑站,辛店村站,科荟路东口站,华汇商厦站,大屯南站,炎黄艺术馆站,安慧桥北站,奥体东门站,安贞里站,安外甘水桥站,蒋宅口站,地坛西门站,安定门内站,方家胡同站,交道口南站,宽街路口南站,美术馆北站,灯市西口站,新东安市场站,王府井路口北站,正义路站,前门站,大栅栏站,珠市口南站,天桥站,天坛西门站,永定门东站,天坛南门站,李村站,琉璃井站,定安路站,赵公口桥南站,石榴园站,光彩路南口站,彩虹城小区站,金桥西街西站,榴乡桥北站,宋家庄枢纽站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通11路,上行,通州北苑路口西站,通州北苑路口南站,科印小区站,新华联家园站,果园站,蓝调沙龙站,翠屏南里站,西小马市场站,旗舰凯旋小区西门站,小稿村站,大稿村站,大稿村加油站,华丰钢材站,铺头路口站,铺头村站,朱家垡村站,前营村站,台湖中学站,台湖镇站,台湖五队站,蓝空印刷厂站,蒋辛庄站,北火垡站,大地村站,垛子村站,麦庄东口站,麦庄西口站,西太平庄北口站,次渠中学站,次渠小学站,怡芳园站,通州第三医院站,次渠敬园小区站,次渠北里南口站,次渠北里北口站,次渠银行站,次渠西口站,白庄站,科创二街站,北神树东口站,北神树小学站,北神树西口站,星光二街站,董村站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通11路,下行,董村站,星光二街站,北神树西口站,北神树小学站,北神树东口站,科创二街站,白庄站,次渠西口站,次渠银行站,次渠北里北口站,次渠北里南口站,次渠敬园小区站,通州第三医院站,怡芳园站,次渠小学站,次渠中学站,西太平庄北口站,麦庄西口站,麦庄东口站,垛子村站,大地村站,北火垡站,蒋辛庄站,蓝空印刷厂站,第五生产队站,台湖镇站,台湖中学站,前营村站,朱家垡村站,铺头村站,铺头路口站,华丰钢材站,大稿村加油站,大稿村站,小稿村站,旗舰凯旋小区西门站,西小马市场站,翠屏南里站,蓝调沙龙站,果园站,新华联家园站,科印小区站,通州北苑路口南站,通州北苑路口西站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特12路,上行,永定门长途汽车站,陶然亭公园南门站,右安门东站,右安门西站,大观园站,大观园西站,菜户营桥北站,白纸坊桥北站,椿树馆街站,广安门南站,复兴门南站,北京儿童医院站,阜成门北站,西直门南站,玉桃园站,新街口豁口站,德胜门西站,鼓楼桥西站,安定门西站,雍和宫桥东站,东直门北站,东四十条桥南站,朝阳门南站,雅宝路站,建国门南站,广渠门站,光明桥站,肿瘤医院站,左安门外站,芳城园站,方庄环岛西站,蒲方路西口站,玉蜓桥西站,天坛南门站,永定门东站,陶然桥东站,陶然亭公园南门站,永定门长途汽车站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特12路,下行,永定门长途汽车站,永定门东站,天坛南门站,玉蜓桥西站,蒲芳路西口站,方庄环岛西站,芳城园站,左安门外站,肿瘤医院站,潘家园站,劲松南路西口站,光明桥站,广渠门站,建国门南站,雅宝路站,朝阳门南站,东四十条桥南站,东直门北站,雍和宫桥东站,安定门西站,鼓楼桥西站,德胜门西站,新街口豁口站,玉桃园站,西直门南站,阜成门北站,北京儿童医院站,复兴门南站,椿树馆街站,白纸坊桥南站,右安门西站,右安门东站,陶然亭公园南门站,永定门长途汽车站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通12路,上行,地铁通州北苑站,科印小区站,新华联家园站,果园环岛西站,蓝调沙龙站,翠屏南里站,西小马市场站,旗舰凯旋小区西门站,小稿村站,大稿村站,大稿加油站,华丰钢材站,铺头路口站,雨润站,口子村站,江场村站,中结通站,大鲁店北站,大鲁店南站,德邦物流站,东石村站,次渠加油站,次渠北里南口站,次渠北里北口站,次渠西口站,定海园站,郑庄路口站,安定营站,东环南路站,同济南路站,永康公寓站,马驹桥新桥站,神龙小区站,马驹桥商业街站,西店环岛站,马驹桥二号桥站,姚村站,联东U谷站,周营站,小张湾站,房辛店站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通12路,下行,房辛店站,小张湾站,周营站,联东U谷站,姚村站,马驹桥二号桥站,西店环岛站,马驹桥商业街站,神龙小区站,马驹桥新桥站,永康公寓站,同济南路站,东环南路站,安定营站,郑庄路口站,定海园站,次渠西口站,次渠北里北口站,次渠北里南口站,次渠加油站,东石村站,德邦物流站,大鲁店南站,大鲁店北站,中结通站,江场村站,口子村站,雨润站,铺头路口站,华丰钢材站,大稿加油站,大稿村站,小稿村站,旗舰西门站,西小马站,翠屏南里站,蓝调沙龙站,果园环岛西站,新华联家园站,科印小区站,地铁通州北苑站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通12路专线,上行,地铁果园站,翠屏北里站,通州中医院站,旗舰凯旋小区站,小稿村站,大搞村加油站,铺头路口站,华丰钢材站,雨润站,口子村站,江场村站,中捷通站,大鲁店北站,大鲁店南站,德邦物流站,东石村站,次渠加油站,次渠西口站,定海园站,经海五路站,京东方宿舍站,地铁经海路站,科创十五街站,东方信捷物流站,北门村口站,马驹桥北门口站,凉水河桥南站,通州第二医院站,金桥小区站,样本小区站,马驹桥一号桥南站,房辛店北站,瑞晶苑小区站,珠江帝景家园站,温馨家园站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通12路专线,下行,温馨家园站,珠江帝景家园站,瑞晶苑小区站,房辛店北站,马驹桥一号桥南站,样本小区站,金桥小区站,通州第二医院站,凉水河桥南站,马驹桥北门口站,北门村口站,东方信捷物流站,科创十五街站,地铁经海路站,京东方宿舍站,经海五路站,定海园站,次渠西口站,次渠加油站,东石村站,德邦物流站,大鲁店南站,大鲁店北站,中捷通站,江场村站,口子村站,雨润站,华丰钢材站,铺头路口站,大搞村加油站,小稿村站,旗舰凯旋小区站,通州中医院站,翠屏北里站,地铁果园站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特13路,上行,国家体育馆站,新闻中心站,中科院地理所站,南沟泥河站,北沙滩桥东站,北沙滩桥南站,安翔桥南站,祁家豁子站,马甸桥北站,马甸桥南站,德胜门外站,冰窖口胡同西口站,积水潭桥南站,新街口北站,平安里路口南站,西四路口北站,缸瓦市站,西单商场站,西单路口南站,宣武门内站,长椿街路口西站,北京西站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
特13路,下行,北京西站,长椿街路口东站,宣武门内站,西单路口南站,西单商场站,缸瓦市站,西四路口北站,平安里路口北站,新街口南站,积水潭桥东站,德胜门站,马甸桥南站,马甸桥北站,祁家豁子站,安翔桥北站,北沙滩桥南站,北沙滩桥东站,南沟泥河站,中科院地理所站,新闻中心站,国家体育馆站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
通13路,上行,尹家河村站,侯各庄站,黄东仪站,史东仪站,侯东仪站,前东仪站,西集综合厂站,西集镇政府站,科教楼站,西集环岛站,武辛庄村站,望君疃村站,杜柳棵村站,通州马坊村站,太子府村站,谢楼村站,小东各庄村站,大东各庄村站,甘棠桥站,侉店银行站,曹坨站,宝佳站,大豆各庄村站,小豆各庄村站,小甘棠站,蒙牛乳业站,大甘棠站,运河管理处站,创展家居站,梁各庄村站,张辛庄村站,张辛庄村西站,张家湾开发区站,北许场村站,土桥新桥东站,土桥新村站,土桥站,地铁土桥站,地铁临河里站,小街村北口站,地铁梨园站,九棵树站,家乐福站,果园站,潞河医院站,后南仓东里站,北京护士学校站,复兴里站,西门站,地铁通州北苑站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
